sentence_id,sentence,topic,sentiment,span_in_sentence,span,indices
3521,Go for it.,Recommendation,positive,True,Go for it.,"(0, 10)"
3522,Go to spend a bit more and you will get something much better than arcelik!,Brand,"negative, negative",True,arcelik,"(67, 74)"
3522,Go to spend a bit more and you will get something much better than arcelik!,Value,"negative, negative",True,something much better,"(40, 61)"
3523,Go with another brand!,Brand,negative,True,another brand,"(8, 21)"
3524,Goes into the hazardous waste.,Value,negative,True,Goes into the hazardous waste,"(0, 29)"
3525,"Goes under chairs, beds well as bends.",Ergonomic,positive,True,bends,"(32, 37)"
3525,"Goes under chairs, beds well as bends.",Suitability,positive,True,"Goes under chairs, beds well as bends","(0, 37)"
3526,"Going into auto mode, it sucks in everything!",Features,positive,True,Going into auto mode,"(0, 20)"
3526,"Going into auto mode, it sucks in everything!",Clean,positive,True,it sucks in everything,"(22, 44)"
3527,Going the extra mile with excellent customer service and support.,Customer service quality,positive,True,excellent customer service and support,"(26, 64)"
3528,Good 100% compatible,Compatibility,positive,True,100% compatible,"(5, 20)"
3529,"Good accessories, super efficient.",Performances,positive,True,super efficient,"(18, 33)"
3529,"Good accessories, super efficient.",Accessories,positive,True,Good accessories,"(0, 16)"
3530,Good airfryer  .,Value,positive,True,Good airfryer,"(0, 13)"
3531,Good amount of settings to choose from.,Features,positive,True,Good amount of settings,"(0, 23)"
3532,Good battery life and fast charging,Charging performance,"positive, positive",True,fast charging,"(22, 35)"
3532,Good battery life and fast charging,Battery,"positive, positive",True,Good battery life,"(0, 17)"
3533,"Good battery life, fast charging",Charging performance,"positive, positive",True,fast charging,"(19, 32)"
3533,"Good battery life, fast charging",Battery,"positive, positive",True,Good battery life,"(0, 17)"
3534,Good battery that holds up well,Battery,positive,True,Good battery,"(0, 12)"
3535,Good battery that holds up well and practical drip tray.,Container,"positive, positive",True,practical drip tray,"(36, 55)"
3535,Good battery that holds up well and practical drip tray.,Battery,"positive, positive",True,Good battery,"(0, 12)"
3536,Good but interesting.,Value,positive,True,Good,"(0, 4)"
3537,Good buy.,Value,positive,True,Good buy,"(0, 8)"
3538,Good capacity and performance,Capacity,"positive, positive",True,Good capacity,"(0, 13)"
3538,Good capacity and performance,Performances,"positive, positive",True,performance,"(18, 29)"
3539,"Good capacity, quiet, space-saving.",Capacity,positive,True,Good capacity,"(0, 13)"
3539,"Good capacity, quiet, space-saving.",Use of space,positive,True,space-saving,"(22, 34)"
3539,"Good capacity, quiet, space-saving.",Noise,positive,True,quiet,"(15, 20)"
3540,good choice of heat settings and speeds,Features,positive,True,good choice of heat settings and speeds,"(0, 39)"
3541,Good cleaning power so far (3 weeks).,Clean,"positive, positive",True,Good cleaning power,"(0, 19)"
3541,Good cleaning power so far (3 weeks).,Power,"positive, positive",True,Good cleaning power,"(0, 19)"
3542,Good clear glass in the door and bright interior light.,Light,positive,True,bright interior light,"(33, 54)"
3542,Good clear glass in the door and bright interior light.,Body,positive,True,clear glass in the door,"(5, 28)"
3543,Good coffee machine .,Value,positive,True,Good coffee machine,"(0, 19)"
3544,good coffee maker,Value,positive,True,good coffee maker,"(0, 17)"
3545,Good coffee maker  .,Value,positive,True,Good coffee maker,"(0, 17)"
3546,Good coffee maker turkish coffee machine .,Value,positive,True,Good coffee maker,"(0, 17)"
3547,Good color selection,Color,positive,True,Good color selection,"(0, 20)"
3548,Good color selection.,Color,positive,True,Good color selection,"(0, 20)"
3549,good cooling speed,Speed,positive,True,cooling speed,"(5, 18)"
3550,good device and good performance,Value,"positive, positive",True,good device,"(0, 11)"
3550,good device and good performance,Performances,"positive, positive",True,good performance,"(16, 32)"
3551,Good device for good price,Value for money,positive,True,Good device for good price,"(0, 26)"
3552,"Good device, but expensive and the instructions are a bit poor.",Learning material,"positive, negative",True,the instructions are a bit poor,"(31, 62)"
3552,"Good device, but expensive and the instructions are a bit poor.",Value,"positive, negative",True,Good device,"(0, 11)"
3552,"Good device, but expensive and the instructions are a bit poor.",Price,"positive, negative",True,expensive,"(17, 26)"
3553,Good dishwasher  .,Value,positive,True,Good dishwasher,"(0, 15)"
3554,Good division and perfect appearance!,Design,positive,True,perfect appearance,"(18, 36)"
3555,Good features like automatic ignition on burner when pushing knob it.,Features,positive,True,automatic ignition on burner,"(19, 47)"
3556,good for a family,Suitability,positive,True,good for a family,"(0, 17)"
3557,good for a house of 3 people,Suitability,positive,True,good for a house of 3 people,"(0, 28)"
3558,good for big deep cleanings also,Suitability,positive,True,good for big deep cleanings,"(0, 27)"
3559,"Good for frequent household, super suction power and environmentally friendly!",Clean,positive,True,super suction power,"(29, 48)"
3559,"Good for frequent household, super suction power and environmentally friendly!",Suitability,positive,True,Good for frequent household,"(0, 27)"
3560,Good fridge  .,Value,positive,True,Good fridge,"(0, 11)"
3561,"Good Genes was not recommended by her, but I love it.",Value,positive,True,I love it,"(43, 52)"
3562,"Good grip, I recommend.",Ergonomic,positive,True,Good grip,"(0, 9)"
3562,"Good grip, I recommend.",Recommendation,positive,True,I recommend,"(11, 22)"
3563,good hair dryer,Value,positive,True,good hair dryer,"(0, 15)"
3564,Good hair dryer  .,Value,positive,True,Good hair dryer,"(0, 15)"
3565,Good hair dryer  soundbar .,Value,positive,True,Good hair dryer,"(0, 15)"
3566,Good hair dryer.,Value,positive,True,Good hair dryer,"(0, 15)"
3567,Good handling and performance,Ergonomic,"positive, positive",True,Good handling,"(0, 13)"
3567,Good handling and performance,Performances,"positive, positive",True,Good handling and performance,"(0, 29)"
3568,"Good handling, maybe you should think about charging via the holder.",Usability,positive,True,Good handling,"(0, 13)"
3569,good headsetrange,Color,positive,True,good headsetrange,"(0, 17)"
3570,Good hob  .,Value,positive,True,Good hob,"(0, 8)"
3571,Good Hoover pick up everything but i do fine handle abit hesvy compare to my last hoover,Comparison,"positive, negative",True,compare to my last hoover,"(63, 88)"
3571,Good Hoover pick up everything but i do fine handle abit hesvy compare to my last hoover,Value,"positive, negative",True,Good Hoover pick up everything,"(0, 30)"
3571,Good Hoover pick up everything but i do fine handle abit hesvy compare to my last hoover,Clean,"positive, negative",True,pick up everything,"(12, 30)"
3571,Good Hoover pick up everything but i do fine handle abit hesvy compare to my last hoover,Weight,"positive, negative",True,handle abit hesvy,"(45, 62)"
3572,"Good hoover,find the dust container awkward to detach.",Container,"positive, negative",True,dust container awkward to detach,"(21, 53)"
3572,"Good hoover,find the dust container awkward to detach.",Value,"positive, negative",True,Good hoover,"(0, 11)"
3573,good hooverrange,Color,positive,True,good hooverrange,"(0, 16)"
3574,Good investment!,Value for money,positive,True,Good investment!,"(0, 16)"
3575,good iron,Value,positive,True,good iron,"(0, 9)"
3576,Good iron  .,Value,positive,True,Good iron,"(0, 9)"
3577,Good iron  iron steamer  .,Value,positive,True,Good iron,"(0, 9)"
3578,good iron range,Color,positive,True,good iron range,"(0, 15)"
3579,Good job arçelik !,Brand,positive,True,arçelik,"(9, 16)"
3580,Good job beko !!!!!!,Brand,positive,True,beko,"(9, 13)"
3581,Good job grundig !!!!!!,Brand,positive,True,grundig,"(9, 16)"
3582,Good job rowenta !!!!!!,Brand,positive,True,rowenta,"(9, 16)"
3583,"Good job, beko !",Brand,positive,True,beko,"(10, 14)"
3584,"Good job, grundig !",Brand,positive,True,grundig,"(10, 17)"
3585,"Good job, philips!",Brand,positive,True,philips,"(10, 17)"
3586,"Good job, rowenta !",Brand,positive,True,rowenta,"(10, 17)"
3587,Good light and easy to see what is cooking.,Visibility,positive,True,easy to see what is cooking,"(15, 42)"
3587,Good light and easy to see what is cooking.,Light,positive,True,Good light,"(0, 10)"
3588,Good light inside.,Light,positive,True,Good light,"(0, 10)"
3589,Good lighting solution.,Light,positive,True,Good lighting solution,"(0, 22)"
3590,Good lightweight,Value,"positive, positive",True,Good,"(0, 4)"
3590,Good lightweight,Weight,"positive, positive",True,lightweight,"(5, 16)"
3591,Good lightweight built-in oven,Value,"positive, positive",True,Good,"(0, 4)"
3591,Good lightweight built-in oven,Weight,"positive, positive",True,lightweight,"(5, 16)"
3592,Good lightweight cleaner,Value,"positive, positive",True,Good,"(0, 4)"
3592,Good lightweight cleaner,Weight,"positive, positive",True,lightweight,"(5, 16)"
3593,Good lightweight freezer,Value,"positive, positive",True,Good,"(0, 4)"
